"","component_name","pct_weight","is_refuse","gram_weight","nutrient_name","nutrient_amount","min","max","median","nutrient_unit"
"294","Handling loss",1.5,"N",1.5,"20:5 n-3 (EPA)",0.004,0.004,0.005,0.004,"G"
"295","Handling loss",1.5,"N",1.5,"22:5 n-3 (DPA)",0.008,0.008,0.009,0.008,"G"
"296","Handling loss",1.5,"N",1.5,"17:0",0.006,0.005,0.007,0.006,"G"
"297","Handling loss",1.5,"N",1.5,"24:0",0,0,0,0,"G"
"298","Handling loss",1.5,"N",1.5,"16:1 t",0.003,0.002,0.004,0.003,"G"
"299","Handling loss",1.5,"N",1.5,"24:1 c",0.002,0.002,0.003,0.002,"G"
"300","Handling loss",1.5,"N",1.5,"18:1 c",1.94,1.72,2.11,1.96,"G"
"301","Handling loss",1.5,"N",1.5,"18:2 n-6 c,c",1.05,0.944,1.3,0.973,"G"
"302","Handling loss",1.5,"N",1.5,"22:1 c",0,0,0,0,"G"
"303","Handling loss",1.5,"N",1.5,"17:1",0.003,0.002,0.005,0.003,"G"
"304","Handling loss",1.5,"N",1.5,"Fatty acids, total trans-monoenoic",0.021,NA,NA,NA,"G"
"305","Handling loss",1.5,"N",1.5,"15:1",0,0,0,0,"G"
"306","Handling loss",1.5,"N",1.5,"18:3 n-3 c,c,c (ALA)",0.045,0.035,0.059,0.042,"G"
"307","Handling loss",1.5,"N",1.5,"20:3 n-3",0,0,0,0,"G"
"308","Handling loss",1.5,"N",1.5,"22:4",0.022,0.02,0.024,0.022,"G"
"309","Handling loss",1.5,"N",1.5,"Protein",23.9,23,24.6,24.1,"G"
"310","Handling loss",1.5,"N",1.5,"Ash",0.98,0.92,1.13,0.95,"G"
"311","Handling loss",1.5,"N",1.5,"Energy",652,NA,NA,NA,"kJ"
"312","Handling loss",1.5,"N",1.5,"Iron, Fe",0.94,0.78,1.05,1,"MG"
"313","Handling loss",1.5,"N",1.5,"Magnesium, Mg",22.4,21.1,23.7,22.3,"MG"
"314","Handling loss",1.5,"N",1.5,"Phosphorus, P",184,170,193,187,"MG"
"315","Handling loss",1.5,"N",1.5,"Sodium, Na",117,97,169,106,"MG"
"316","Handling loss",1.5,"N",1.5,"Copper, Cu",0.063,0.049,0.071,0.064,"MG"
"317","Handling loss",1.5,"N",1.5,"Manganese, Mn",0.018,0.014,0.021,0.018,"MG"
"318","Handling loss",1.5,"N",1.5,"Retinol",7,NA,NA,7,"UG"
"319","Handling loss",1.5,"N",1.5,"Vitamin A, RAE",7,NA,NA,NA,"UG"
"320","Handling loss",1.5,"N",1.5,"Vitamin D3 (cholecalciferol)",0.1,NA,NA,0.1,"UG"
"321","Handling loss",1.5,"N",1.5,"Vitamin D (D2 + D3)",0.1,NA,NA,NA,"UG"
"322","Handling loss",1.5,"N",1.5,"Tocopherol, delta",0,NA,NA,0,"MG"
"323","Handling loss",1.5,"N",1.5,"Tocotrienol, gamma",0.05,NA,NA,0.05,"MG"
"324","Handling loss",1.5,"N",1.5,"Tocotrienol, delta",0,NA,NA,0,"MG"
"325","Handling loss",1.5,"N",1.5,"Thiamin",0.088,0.08,0.09,0.09,"MG"
"326","Handling loss",1.5,"N",1.5,"Riboflavin",0.18,0.16,0.19,0.18,"MG"
"327","Handling loss",1.5,"N",1.5,"Vitamin B-12",0.41,0.31,0.52,0.41,"UG"
"328","Handling loss",1.5,"N",1.5,"Total lipid (fat)",5.95,5.54,6.33,5.93,"G"
"329","Handling loss",1.5,"N",1.5,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"330","Handling loss",1.5,"N",1.5,"Energy",156,NA,NA,NA,"KCAL"
"331","Handling loss",1.5,"N",1.5,"Water",69.9,69.7,70.2,69.9,"G"
"332","Handling loss",1.5,"N",1.5,"Calcium, Ca",12,11,14,12,"MG"
"333","Handling loss",1.5,"N",1.5,"Potassium, K",239,229,263,235,"MG"
"334","Handling loss",1.5,"N",1.5,"Zinc, Zn",2.54,2.22,2.78,2.64,"MG"
"335","Handling loss",1.5,"N",1.5,"Selenium, Se",27.9,20.3,34.5,29.8,"UG"
"336","Handling loss",1.5,"N",1.5,"Vitamin E (alpha-tocopherol)",0.17,NA,NA,0.17,"MG"
"337","Handling loss",1.5,"N",1.5,"Vitamin D (D2 + D3), International Units",2,NA,NA,2,"IU"
"338","Handling loss",1.5,"N",1.5,"Tocopherol, beta",0,NA,NA,0,"MG"
"339","Handling loss",1.5,"N",1.5,"Tocopherol, gamma",0.08,NA,NA,0.08,"MG"
"340","Handling loss",1.5,"N",1.5,"Tocotrienol, alpha",0.01,NA,NA,0.01,"MG"
"341","Handling loss",1.5,"N",1.5,"Tocotrienol, beta",0,NA,NA,0,"MG"
"342","Handling loss",1.5,"N",1.5,"Niacin",5.05,4.89,5.24,5.05,"MG"
"343","Handling loss",1.5,"N",1.5,"Pantothenic acid",1.1,NA,NA,1.1,"MG"
"344","Handling loss",1.5,"N",1.5,"Vitamin B-6",0.372,0.31,0.426,0.363,"MG"
"345","Handling loss",1.5,"N",1.5,"4:0",0.001,0.001,0.001,0.001,"G"
"346","Handling loss",1.5,"N",1.5,"6:0",0.001,0.001,0.002,0.001,"G"
"347","Handling loss",1.5,"N",1.5,"10:0",0,0,0,0,"G"
"348","Handling loss",1.5,"N",1.5,"16:0",1.2,1.09,1.3,1.22,"G"
"349","Handling loss",1.5,"N",1.5,"18:0",0.346,0.324,0.367,0.338,"G"
"350","Handling loss",1.5,"N",1.5,"20:0",0.004,0.003,0.005,0.004,"G"
"351","Handling loss",1.5,"N",1.5,"20:4",0.088,0.083,0.094,0.087,"G"
"352","Handling loss",1.5,"N",1.5,"18:4",0,0,0,0,"G"
"353","Handling loss",1.5,"N",1.5,"20:1",0.023,0.018,0.025,0.024,"G"
"354","Handling loss",1.5,"N",1.5,"Fatty acids, total monounsaturated",2.35,NA,NA,NA,"G"
"355","Handling loss",1.5,"N",1.5,"Fatty acids, total polyunsaturated",1.24,NA,NA,NA,"G"
"356","Handling loss",1.5,"N",1.5,"15:0",0.005,0.004,0.005,0.005,"G"
"357","Handling loss",1.5,"N",1.5,"18:1 t",0.018,0.015,0.021,0.02,"G"
"358","Handling loss",1.5,"N",1.5,"22:1 t",0,0,0,0,"G"
"359","Handling loss",1.5,"N",1.5,"18:2 t not further defined",0.008,0.007,0.011,0.007,"G"
"360","Handling loss",1.5,"N",1.5,"18:2 CLAs",0.006,0.004,0.007,0.006,"G"
"361","Handling loss",1.5,"N",1.5,"20:2 n-6 c,c",0.01,0.009,0.013,0.009,"G"
"362","Handling loss",1.5,"N",1.5,"16:1 c",0.371,0.322,0.441,0.35,"G"
"363","Handling loss",1.5,"N",1.5,"18:3 n-6 c,c,c",0.01,0.009,0.012,0.01,"G"
"364","Handling loss",1.5,"N",1.5,"20:3 n-6",0.019,0.018,0.02,0.019,"G"
"365","Handling loss",1.5,"N",1.5,"Nitrogen",3.83,3.68,3.93,3.86,"G"
"366","Handling loss",1.5,"N",1.5,"11:0",0,0,0,0,"G"
"367","Handling loss",1.5,"N",1.5,"22:2",0,0,0,0,"G"
"368","Handling loss",1.5,"N",1.5,"Fatty acids, total trans-dienoic",0.008,NA,NA,NA,"G"
"369","Handling loss",1.5,"N",1.5,"14:1 c",0.012,NA,NA,NA,"G"
"370","Handling loss",1.5,"N",1.5,"17:1 c",0.003,NA,NA,NA,"G"
"371","Handling loss",1.5,"N",1.5,"20:1 c",0.023,NA,NA,NA,"G"
"372","Handling loss",1.5,"N",1.5,"18:2 c",1.06,NA,NA,NA,"G"
"373","Handling loss",1.5,"N",1.5,"18:3 c",0.055,NA,NA,NA,"G"
"374","Handling loss",1.5,"N",1.5,"20:3 c",0.019,NA,NA,NA,"G"
"375","Handling loss",1.5,"N",1.5,"20:4 c",0.088,NA,NA,NA,"G"
"376","Handling loss",1.5,"N",1.5,"20:5 c",0.004,NA,NA,NA,"G"
"377","Handling loss",1.5,"N",1.5,"22:5 c",0.008,NA,NA,NA,"G"
"378","Handling loss",1.5,"N",1.5,"22:6 c",0.005,NA,NA,NA,"G"
"379","Handling loss",1.5,"N",1.5,"20:2 c",0.01,NA,NA,NA,"G"
"380","Handling loss",1.5,"N",1.5,"Total fat (NLEA)",5.23,NA,NA,NA,"G"
"381","Edible portion",57.9,"N",60.2,"Cholesterol",127,102,135,132,"MG"
"382","Edible portion",57.9,"N",60.2,"Fatty acids, total trans",0.03,NA,NA,NA,"G"
"383","Edible portion",57.9,"N",60.2,"Fatty acids, total saturated",1.6,NA,NA,NA,"G"
"384","Edible portion",57.9,"N",60.2,"8:0",0.002,0.001,0.003,0.002,"G"
"385","Edible portion",57.9,"N",60.2,"12:0",0.003,0.002,0.004,0.003,"G"
"386","Edible portion",57.9,"N",60.2,"14:0",0.03,0.025,0.032,0.031,"G"
"387","Edible portion",57.9,"N",60.2,"22:6 n-3 (DHA)",0.005,0.001,0.006,0.006,"G"
"388","Edible portion",57.9,"N",60.2,"22:0",0.007,0.006,0.008,0.007,"G"
"389","Edible portion",57.9,"N",60.2,"20:5 n-3 (EPA)",0.004,0.004,0.005,0.004,"G"
"390","Edible portion",57.9,"N",60.2,"22:5 n-3 (DPA)",0.008,0.008,0.009,0.008,"G"
"391","Edible portion",57.9,"N",60.2,"17:0",0.006,0.005,0.007,0.006,"G"
"392","Edible portion",57.9,"N",60.2,"24:0",0,0,0,0,"G"
"393","Edible portion",57.9,"N",60.2,"16:1 t",0.003,0.002,0.004,0.003,"G"
"394","Edible portion",57.9,"N",60.2,"24:1 c",0.002,0.002,0.003,0.002,"G"
"395","Edible portion",57.9,"N",60.2,"18:1 c",1.94,1.72,2.11,1.96,"G"
"396","Edible portion",57.9,"N",60.2,"18:2 n-6 c,c",1.05,0.944,1.3,0.973,"G"
"397","Edible portion",57.9,"N",60.2,"22:1 c",0,0,0,0,"G"
"398","Edible portion",57.9,"N",60.2,"17:1",0.003,0.002,0.005,0.003,"G"
"399","Edible portion",57.9,"N",60.2,"Fatty acids, total trans-monoenoic",0.021,NA,NA,NA,"G"
"400","Edible portion",57.9,"N",60.2,"15:1",0,0,0,0,"G"
"401","Edible portion",57.9,"N",60.2,"18:3 n-3 c,c,c (ALA)",0.045,0.035,0.059,0.042,"G"
"402","Edible portion",57.9,"N",60.2,"20:3 n-3",0,0,0,0,"G"
"403","Edible portion",57.9,"N",60.2,"22:4",0.022,0.02,0.024,0.022,"G"
"404","Edible portion",57.9,"N",60.2,"Protein",23.9,23,24.6,24.1,"G"
"405","Edible portion",57.9,"N",60.2,"Ash",0.98,0.92,1.13,0.95,"G"
"406","Edible portion",57.9,"N",60.2,"Energy",652,NA,NA,NA,"kJ"
"407","Edible portion",57.9,"N",60.2,"Iron, Fe",0.94,0.78,1.05,1,"MG"
"408","Edible portion",57.9,"N",60.2,"Magnesium, Mg",22.4,21.1,23.7,22.3,"MG"
"409","Edible portion",57.9,"N",60.2,"Phosphorus, P",184,170,193,187,"MG"
"410","Edible portion",57.9,"N",60.2,"Sodium, Na",117,97,169,106,"MG"
"411","Edible portion",57.9,"N",60.2,"Copper, Cu",0.063,0.049,0.071,0.064,"MG"
"412","Edible portion",57.9,"N",60.2,"Manganese, Mn",0.018,0.014,0.021,0.018,"MG"
"413","Edible portion",57.9,"N",60.2,"Retinol",7,NA,NA,7,"UG"
"414","Edible portion",57.9,"N",60.2,"Vitamin A, RAE",7,NA,NA,NA,"UG"
"415","Edible portion",57.9,"N",60.2,"Vitamin D3 (cholecalciferol)",0.1,NA,NA,0.1,"UG"
"416","Edible portion",57.9,"N",60.2,"Vitamin D (D2 + D3)",0.1,NA,NA,NA,"UG"
"417","Edible portion",57.9,"N",60.2,"Tocopherol, delta",0,NA,NA,0,"MG"
"418","Edible portion",57.9,"N",60.2,"Tocotrienol, gamma",0.05,NA,NA,0.05,"MG"
"419","Edible portion",57.9,"N",60.2,"Tocotrienol, delta",0,NA,NA,0,"MG"
"420","Edible portion",57.9,"N",60.2,"Thiamin",0.088,0.08,0.09,0.09,"MG"
"421","Edible portion",57.9,"N",60.2,"Riboflavin",0.18,0.16,0.19,0.18,"MG"
"422","Edible portion",57.9,"N",60.2,"Vitamin B-12",0.41,0.31,0.52,0.41,"UG"
"423","Edible portion",57.9,"N",60.2,"Total lipid (fat)",5.95,5.54,6.33,5.93,"G"
"424","Edible portion",57.9,"N",60.2,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"425","Edible portion",57.9,"N",60.2,"Energy",156,NA,NA,NA,"KCAL"
"426","Edible portion",57.9,"N",60.2,"Water",69.9,69.7,70.2,69.9,"G"
"427","Edible portion",57.9,"N",60.2,"Calcium, Ca",12,11,14,12,"MG"
"428","Edible portion",57.9,"N",60.2,"Potassium, K",239,229,263,235,"MG"
"429","Edible portion",57.9,"N",60.2,"Zinc, Zn",2.54,2.22,2.78,2.64,"MG"
"430","Edible portion",57.9,"N",60.2,"Selenium, Se",27.9,20.3,34.5,29.8,"UG"
"431","Edible portion",57.9,"N",60.2,"Vitamin E (alpha-tocopherol)",0.17,NA,NA,0.17,"MG"
"432","Edible portion",57.9,"N",60.2,"Vitamin D (D2 + D3), International Units",2,NA,NA,2,"IU"
"433","Edible portion",57.9,"N",60.2,"Tocopherol, beta",0,NA,NA,0,"MG"
"434","Edible portion",57.9,"N",60.2,"Tocopherol, gamma",0.08,NA,NA,0.08,"MG"
"435","Edible portion",57.9,"N",60.2,"Tocotrienol, alpha",0.01,NA,NA,0.01,"MG"
"436","Edible portion",57.9,"N",60.2,"Tocotrienol, beta",0,NA,NA,0,"MG"
"437","Edible portion",57.9,"N",60.2,"Niacin",5.05,4.89,5.24,5.05,"MG"
"438","Edible portion",57.9,"N",60.2,"Pantothenic acid",1.1,NA,NA,1.1,"MG"
"439","Edible portion",57.9,"N",60.2,"Vitamin B-6",0.372,0.31,0.426,0.363,"MG"
"440","Edible portion",57.9,"N",60.2,"4:0",0.001,0.001,0.001,0.001,"G"
"441","Edible portion",57.9,"N",60.2,"6:0",0.001,0.001,0.002,0.001,"G"
"442","Edible portion",57.9,"N",60.2,"10:0",0,0,0,0,"G"
"443","Edible portion",57.9,"N",60.2,"16:0",1.2,1.09,1.3,1.22,"G"
"444","Edible portion",57.9,"N",60.2,"18:0",0.346,0.324,0.367,0.338,"G"
"445","Edible portion",57.9,"N",60.2,"20:0",0.004,0.003,0.005,0.004,"G"
"446","Edible portion",57.9,"N",60.2,"20:4",0.088,0.083,0.094,0.087,"G"
"447","Edible portion",57.9,"N",60.2,"18:4",0,0,0,0,"G"
"448","Edible portion",57.9,"N",60.2,"20:1",0.023,0.018,0.025,0.024,"G"
"449","Edible portion",57.9,"N",60.2,"Fatty acids, total monounsaturated",2.35,NA,NA,NA,"G"
"450","Edible portion",57.9,"N",60.2,"Fatty acids, total polyunsaturated",1.24,NA,NA,NA,"G"
"451","Edible portion",57.9,"N",60.2,"15:0",0.005,0.004,0.005,0.005,"G"
"452","Edible portion",57.9,"N",60.2,"18:1 t",0.018,0.015,0.021,0.02,"G"
"453","Edible portion",57.9,"N",60.2,"22:1 t",0,0,0,0,"G"
"454","Edible portion",57.9,"N",60.2,"18:2 t not further defined",0.008,0.007,0.011,0.007,"G"
"455","Edible portion",57.9,"N",60.2,"18:2 CLAs",0.006,0.004,0.007,0.006,"G"
"456","Edible portion",57.9,"N",60.2,"20:2 n-6 c,c",0.01,0.009,0.013,0.009,"G"
"457","Edible portion",57.9,"N",60.2,"16:1 c",0.371,0.322,0.441,0.35,"G"
"458","Edible portion",57.9,"N",60.2,"18:3 n-6 c,c,c",0.01,0.009,0.012,0.01,"G"
"459","Edible portion",57.9,"N",60.2,"20:3 n-6",0.019,0.018,0.02,0.019,"G"
"460","Edible portion",57.9,"N",60.2,"Nitrogen",3.83,3.68,3.93,3.86,"G"
"461","Edible portion",57.9,"N",60.2,"11:0",0,0,0,0,"G"
"462","Edible portion",57.9,"N",60.2,"22:2",0,0,0,0,"G"
"463","Edible portion",57.9,"N",60.2,"Fatty acids, total trans-dienoic",0.008,NA,NA,NA,"G"
"464","Edible portion",57.9,"N",60.2,"14:1 c",0.012,NA,NA,NA,"G"
"465","Edible portion",57.9,"N",60.2,"17:1 c",0.003,NA,NA,NA,"G"
"466","Edible portion",57.9,"N",60.2,"20:1 c",0.023,NA,NA,NA,"G"
"467","Edible portion",57.9,"N",60.2,"18:2 c",1.06,NA,NA,NA,"G"
"468","Edible portion",57.9,"N",60.2,"18:3 c",0.055,NA,NA,NA,"G"
"469","Edible portion",57.9,"N",60.2,"20:3 c",0.019,NA,NA,NA,"G"
"470","Edible portion",57.9,"N",60.2,"20:4 c",0.088,NA,NA,NA,"G"
"471","Edible portion",57.9,"N",60.2,"20:5 c",0.004,NA,NA,NA,"G"
"472","Edible portion",57.9,"N",60.2,"22:5 c",0.008,NA,NA,NA,"G"
"473","Edible portion",57.9,"N",60.2,"22:6 c",0.005,NA,NA,NA,"G"
"474","Edible portion",57.9,"N",60.2,"20:2 c",0.01,NA,NA,NA,"G"
"475","Edible portion",57.9,"N",60.2,"Total fat (NLEA)",5.23,NA,NA,NA,"G"
"476","Skin and separable fat",8.7,"Y",9,"Cholesterol",127,102,135,132,"MG"
"477","Skin and separable fat",8.7,"Y",9,"Fatty acids, total trans",0.03,NA,NA,NA,"G"
"478","Skin and separable fat",8.7,"Y",9,"Fatty acids, total saturated",1.6,NA,NA,NA,"G"
"479","Skin and separable fat",8.7,"Y",9,"8:0",0.002,0.001,0.003,0.002,"G"
"480","Skin and separable fat",8.7,"Y",9,"12:0",0.003,0.002,0.004,0.003,"G"
"481","Skin and separable fat",8.7,"Y",9,"14:0",0.03,0.025,0.032,0.031,"G"
"482","Skin and separable fat",8.7,"Y",9,"22:6 n-3 (DHA)",0.005,0.001,0.006,0.006,"G"
"483","Skin and separable fat",8.7,"Y",9,"22:0",0.007,0.006,0.008,0.007,"G"
"484","Skin and separable fat",8.7,"Y",9,"20:5 n-3 (EPA)",0.004,0.004,0.005,0.004,"G"
"485","Skin and separable fat",8.7,"Y",9,"22:5 n-3 (DPA)",0.008,0.008,0.009,0.008,"G"
"486","Skin and separable fat",8.7,"Y",9,"17:0",0.006,0.005,0.007,0.006,"G"
"487","Skin and separable fat",8.7,"Y",9,"24:0",0,0,0,0,"G"
"488","Skin and separable fat",8.7,"Y",9,"16:1 t",0.003,0.002,0.004,0.003,"G"
"489","Skin and separable fat",8.7,"Y",9,"24:1 c",0.002,0.002,0.003,0.002,"G"
"490","Skin and separable fat",8.7,"Y",9,"18:1 c",1.94,1.72,2.11,1.96,"G"
"491","Skin and separable fat",8.7,"Y",9,"18:2 n-6 c,c",1.05,0.944,1.3,0.973,"G"
"492","Skin and separable fat",8.7,"Y",9,"22:1 c",0,0,0,0,"G"
"493","Skin and separable fat",8.7,"Y",9,"17:1",0.003,0.002,0.005,0.003,"G"
"494","Skin and separable fat",8.7,"Y",9,"Fatty acids, total trans-monoenoic",0.021,NA,NA,NA,"G"
"495","Skin and separable fat",8.7,"Y",9,"15:1",0,0,0,0,"G"
"496","Skin and separable fat",8.7,"Y",9,"18:3 n-3 c,c,c (ALA)",0.045,0.035,0.059,0.042,"G"
"497","Skin and separable fat",8.7,"Y",9,"20:3 n-3",0,0,0,0,"G"
"498","Skin and separable fat",8.7,"Y",9,"22:4",0.022,0.02,0.024,0.022,"G"
"499","Skin and separable fat",8.7,"Y",9,"Protein",23.9,23,24.6,24.1,"G"
"500","Skin and separable fat",8.7,"Y",9,"Ash",0.98,0.92,1.13,0.95,"G"
"501","Skin and separable fat",8.7,"Y",9,"Energy",652,NA,NA,NA,"kJ"
"502","Skin and separable fat",8.7,"Y",9,"Iron, Fe",0.94,0.78,1.05,1,"MG"
"503","Skin and separable fat",8.7,"Y",9,"Magnesium, Mg",22.4,21.1,23.7,22.3,"MG"
"504","Skin and separable fat",8.7,"Y",9,"Phosphorus, P",184,170,193,187,"MG"
"505","Skin and separable fat",8.7,"Y",9,"Sodium, Na",117,97,169,106,"MG"
"506","Skin and separable fat",8.7,"Y",9,"Copper, Cu",0.063,0.049,0.071,0.064,"MG"
"507","Skin and separable fat",8.7,"Y",9,"Manganese, Mn",0.018,0.014,0.021,0.018,"MG"
"508","Skin and separable fat",8.7,"Y",9,"Retinol",7,NA,NA,7,"UG"
"509","Skin and separable fat",8.7,"Y",9,"Vitamin A, RAE",7,NA,NA,NA,"UG"
"510","Skin and separable fat",8.7,"Y",9,"Vitamin D3 (cholecalciferol)",0.1,NA,NA,0.1,"UG"
"511","Skin and separable fat",8.7,"Y",9,"Vitamin D (D2 + D3)",0.1,NA,NA,NA,"UG"
"512","Skin and separable fat",8.7,"Y",9,"Tocopherol, delta",0,NA,NA,0,"MG"
"513","Skin and separable fat",8.7,"Y",9,"Tocotrienol, gamma",0.05,NA,NA,0.05,"MG"
"514","Skin and separable fat",8.7,"Y",9,"Tocotrienol, delta",0,NA,NA,0,"MG"
"515","Skin and separable fat",8.7,"Y",9,"Thiamin",0.088,0.08,0.09,0.09,"MG"
"516","Skin and separable fat",8.7,"Y",9,"Riboflavin",0.18,0.16,0.19,0.18,"MG"
"517","Skin and separable fat",8.7,"Y",9,"Vitamin B-12",0.41,0.31,0.52,0.41,"UG"
"518","Skin and separable fat",8.7,"Y",9,"Total lipid (fat)",5.95,5.54,6.33,5.93,"G"
"519","Skin and separable fat",8.7,"Y",9,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"520","Skin and separable fat",8.7,"Y",9,"Energy",156,NA,NA,NA,"KCAL"
"521","Skin and separable fat",8.7,"Y",9,"Water",69.9,69.7,70.2,69.9,"G"
"522","Skin and separable fat",8.7,"Y",9,"Calcium, Ca",12,11,14,12,"MG"
"523","Skin and separable fat",8.7,"Y",9,"Potassium, K",239,229,263,235,"MG"
"524","Skin and separable fat",8.7,"Y",9,"Zinc, Zn",2.54,2.22,2.78,2.64,"MG"
"525","Skin and separable fat",8.7,"Y",9,"Selenium, Se",27.9,20.3,34.5,29.8,"UG"
"526","Skin and separable fat",8.7,"Y",9,"Vitamin E (alpha-tocopherol)",0.17,NA,NA,0.17,"MG"
"527","Skin and separable fat",8.7,"Y",9,"Vitamin D (D2 + D3), International Units",2,NA,NA,2,"IU"
"528","Skin and separable fat",8.7,"Y",9,"Tocopherol, beta",0,NA,NA,0,"MG"
"529","Skin and separable fat",8.7,"Y",9,"Tocopherol, gamma",0.08,NA,NA,0.08,"MG"
"530","Skin and separable fat",8.7,"Y",9,"Tocotrienol, alpha",0.01,NA,NA,0.01,"MG"
"531","Skin and separable fat",8.7,"Y",9,"Tocotrienol, beta",0,NA,NA,0,"MG"
"532","Skin and separable fat",8.7,"Y",9,"Niacin",5.05,4.89,5.24,5.05,"MG"
"533","Skin and separable fat",8.7,"Y",9,"Pantothenic acid",1.1,NA,NA,1.1,"MG"
"534","Skin and separable fat",8.7,"Y",9,"Vitamin B-6",0.372,0.31,0.426,0.363,"MG"
"535","Skin and separable fat",8.7,"Y",9,"4:0",0.001,0.001,0.001,0.001,"G"
"536","Skin and separable fat",8.7,"Y",9,"6:0",0.001,0.001,0.002,0.001,"G"
"537","Skin and separable fat",8.7,"Y",9,"10:0",0,0,0,0,"G"
"538","Skin and separable fat",8.7,"Y",9,"16:0",1.2,1.09,1.3,1.22,"G"
"539","Skin and separable fat",8.7,"Y",9,"18:0",0.346,0.324,0.367,0.338,"G"
"540","Skin and separable fat",8.7,"Y",9,"20:0",0.004,0.003,0.005,0.004,"G"
"541","Skin and separable fat",8.7,"Y",9,"20:4",0.088,0.083,0.094,0.087,"G"
"542","Skin and separable fat",8.7,"Y",9,"18:4",0,0,0,0,"G"
"543","Skin and separable fat",8.7,"Y",9,"20:1",0.023,0.018,0.025,0.024,"G"
"544","Skin and separable fat",8.7,"Y",9,"Fatty acids, total monounsaturated",2.35,NA,NA,NA,"G"
"545","Skin and separable fat",8.7,"Y",9,"Fatty acids, total polyunsaturated",1.24,NA,NA,NA,"G"
"546","Skin and separable fat",8.7,"Y",9,"15:0",0.005,0.004,0.005,0.005,"G"
"547","Skin and separable fat",8.7,"Y",9,"18:1 t",0.018,0.015,0.021,0.02,"G"
"548","Skin and separable fat",8.7,"Y",9,"22:1 t",0,0,0,0,"G"
"549","Skin and separable fat",8.7,"Y",9,"18:2 t not further defined",0.008,0.007,0.011,0.007,"G"
"550","Skin and separable fat",8.7,"Y",9,"18:2 CLAs",0.006,0.004,0.007,0.006,"G"
"551","Skin and separable fat",8.7,"Y",9,"20:2 n-6 c,c",0.01,0.009,0.013,0.009,"G"
"552","Skin and separable fat",8.7,"Y",9,"16:1 c",0.371,0.322,0.441,0.35,"G"
"553","Skin and separable fat",8.7,"Y",9,"18:3 n-6 c,c,c",0.01,0.009,0.012,0.01,"G"
"554","Skin and separable fat",8.7,"Y",9,"20:3 n-6",0.019,0.018,0.02,0.019,"G"
"555","Skin and separable fat",8.7,"Y",9,"Nitrogen",3.83,3.68,3.93,3.86,"G"
"556","Skin and separable fat",8.7,"Y",9,"11:0",0,0,0,0,"G"
"557","Skin and separable fat",8.7,"Y",9,"22:2",0,0,0,0,"G"
"558","Skin and separable fat",8.7,"Y",9,"Fatty acids, total trans-dienoic",0.008,NA,NA,NA,"G"
"559","Skin and separable fat",8.7,"Y",9,"14:1 c",0.012,NA,NA,NA,"G"
"560","Skin and separable fat",8.7,"Y",9,"17:1 c",0.003,NA,NA,NA,"G"
"561","Skin and separable fat",8.7,"Y",9,"20:1 c",0.023,NA,NA,NA,"G"
"562","Skin and separable fat",8.7,"Y",9,"18:2 c",1.06,NA,NA,NA,"G"
"563","Skin and separable fat",8.7,"Y",9,"18:3 c",0.055,NA,NA,NA,"G"
"564","Skin and separable fat",8.7,"Y",9,"20:3 c",0.019,NA,NA,NA,"G"
"565","Skin and separable fat",8.7,"Y",9,"20:4 c",0.088,NA,NA,NA,"G"
"566","Skin and separable fat",8.7,"Y",9,"20:5 c",0.004,NA,NA,NA,"G"
"567","Skin and separable fat",8.7,"Y",9,"22:5 c",0.008,NA,NA,NA,"G"
"568","Skin and separable fat",8.7,"Y",9,"22:6 c",0.005,NA,NA,NA,"G"
"569","Skin and separable fat",8.7,"Y",9,"20:2 c",0.01,NA,NA,NA,"G"
"570","Skin and separable fat",8.7,"Y",9,"Total fat (NLEA)",5.23,NA,NA,NA,"G"
"571","Bone and connective tissue",7.6,"Y",21.6,"Niacin",6.88,6.15,7.25,7.07,"MG"
"572","Bone and connective tissue",7.6,"Y",21.6,"Pantothenic acid",0.36,NA,NA,0.36,"MG"
"573","Bone and connective tissue",7.6,"Y",21.6,"Vitamin B-6",0.575,0.516,0.641,0.571,"MG"
"574","Bone and connective tissue",7.6,"Y",21.6,"Choline, total",56.3,NA,NA,56.3,"MG"
"575","Bone and connective tissue",7.6,"Y",21.6,"Betaine",10,NA,NA,10,"MG"
"576","Bone and connective tissue",7.6,"Y",21.6,"10:0",0.006,0.005,0.007,0.006,"G"
"577","Bone and connective tissue",7.6,"Y",21.6,"16:0",1.5,1.19,1.89,1.46,"G"
"578","Bone and connective tissue",7.6,"Y",21.6,"18:0",0.773,0.656,0.932,0.753,"G"
"579","Bone and connective tissue",7.6,"Y",21.6,"20:0",0.004,0.002,0.005,0.004,"G"
"580","Bone and connective tissue",7.6,"Y",21.6,"20:4",0.048,0.04,0.055,0.048,"G"
"581","Bone and connective tissue",7.6,"Y",21.6,"20:1",0.011,0.008,0.014,0.011,"G"
"582","Bone and connective tissue",7.6,"Y",21.6,"Fatty acids, total monounsaturated",2.71,NA,NA,NA,"G"
"583","Bone and connective tissue",7.6,"Y",21.6,"Fatty acids, total polyunsaturated",0.364,NA,NA,NA,"G"
"584","Bone and connective tissue",7.6,"Y",21.6,"15:0",0.027,0.023,0.032,0.027,"G"
